_id,KODEA/CODIGO,UDALERRIA/MUNICIPIO,EKITALDIA /EJERCICIO,HILABETE/MES,DATUAK ERAUZI EGUNA/FECHA EXTRACCION,ARLO FUNTZIONALA/AREA FUNCIONAL,AZALERA (KM2)/EXTENSION (KM2),BIZTANLE ERROLDA/HABITANTES CENSO,JARD EKON  LURZORUA HL GUZTIRA (M2)/SUELO AE  TOTAL SUB(M2),JARD EKON  LURZORUA HL HUTSIK (M2)/SUELO AE  VACANTE SUB(M2),JARD EKON  LURZORUA  LU GUZTIRA (M2)/SUELO AE  TOTAL SUZ(M2),JARD EKON  LURZORUA LU HUTSIK (M2)/SUELO AE  VACANTE SUZ(M2),BIZIT LORZORUA HL GUZTIRA (M2)/SUELO RES  TOTAL SUB(M2),BIZIT LORZORUA HL HUTSIK (M2)/SUELO RES  VACANTE SUB(M2),BIZIT LORZORUA  LU GUZTIRA (M2)/SUELO RES  TOTAL SUZ(M2),BIZIT LORZORUA  LU HUTSIK (M2)/SUELO RES  VACANTE SUZ(M2),HL ETXE  LIBREA GUZTIRA/TOTAL VIV  SUB  LIBRE,HL ETXE  BOE GUZTIRA/TOTAL VIV  SUB  VPO,HL ETXE B BABES BATZ GUZTIRA/TOTAL VIV  SUB  OTRAS PROTEC,BURUTZEKO ETXE  HL/VIVIENDAS POR EJECUTAR SUB,LU ETXE LIBREA GUZTIRA/TOTAL VIV  SUZ  LIBRE,LU ETXE BOE GUZTIRA/TOTAL VIV  SUZ  VPO,LU ETXE  B BABES BATZ GUZTIRA/TOTAL VIV  SUZ  OTRAS PROTEC,BURUTZEKO ETXE LU/VIVIENDAS POR EJECUTAR SUZ,NG ETXE  GUZTIAK/TOTAL VIVIENDAS NR,BURUTZEKO ETXE  LN/VIVIENDAS POR EJECUTAR NR
226,=002,ABANTO Y CIERVANA-ABANTO ZIERBENA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,16,9366,"579273,40000000002","57767,970000000001",1106586,"922714,30099999998","900906,5","184803,03","297048,78999999998","347862,51000000001",632,160,120,763,411,812,244,1467,0,0
227,=003,AMOREBIETA-ETXANO,2024,3,2024-07-20 08:00:03,Durango,58,19208,"1306550,55","161606,12","1604425,4399999999","296992,23999999999","900277,57999999996","89871,380000000005","521935,94","209677,87",1260,226,0,492,1678,763,0,1270,0,0
229,=005,ARAKALDO,2024,3,2024-07-20 08:00:03,Llodio,2,178,"70786,130000000005","8745,9599999999991",0,0,"65005,18","15087,440000000001",0,0,0,0,0,23,0,0,0,0,0,0
230,=006,ARANTZAZU,2024,3,2024-07-20 08:00:03,Igorre,3,412,"3769,9200000000001",0,"269196,5","86851,080000000002","88888,050000000003","17483,709999999999",0,0,45,0,25,15,0,0,0,0,0,0
231,=007,MUNITIBAR-ARBATZEGI GERRIKAITZ,2024,3,2024-07-20 08:00:03,Gernika-Markina,24,465,0,0,0,0,"59981,660000000003","951,35000000000002",26925,26925,11,0,0,11,0,0,0,29,0,0
232,=008,ARTZENTALES,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,36,713,0,0,0,0,"116116,63","18452,130000000001","30077,220000000001","30077,220000000001",37,0,0,37,65,0,0,65,0,0
347,=010,ARRIETA,2024,6,2024-10-20 08:00:03,Mungia,14,572,0,0,0,0,"46883,260000000002","11378,9","37851,790000000001","37851,790000000001",18,0,0,12,73,0,22,95,10,1
233,=009,ARRANKUDIAGA-ZOLLO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,22,1010,"138241,17000000001",0,60657,46657,"364936,65000000002","97236,610000000001","21510,330000000002","21510,330000000002",192,0,19,200,15,0,0,15,0,0
234,=010,ARRIETA,2024,3,2024-07-20 08:00:03,Mungia,14,572,0,0,0,0,"46883,260000000002","11378,9","37851,790000000001","37851,790000000001",18,0,0,12,73,0,22,95,0,0
235,=011,ARRIGORRIAGA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,16,11712,"465833,01000000001",20460,"231950,42999999999","158052,42999999999","473500,60999999999",12007,"189633,45000000001","77464,889999999999",708,143,0,158,452,295,0,113,0,0
236,=012,BAKIO,2024,3,2024-07-20 08:00:03,Mungia,16,2816,"34375,220000000001",0,26362,26362,"618951,5","59427,010000000002","1152867,3600000001","1007912,58",320,0,0,136,1238,104,60,1084,0,0
237,=013,BARAKALDO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,24,98783,"922375,25","165893,48999999999","391296,35999999999",54885,"2650155,9700000002","119702,91",206222,"574430,34999999998",7824,1390,401,2378,1377,742,0,1340,0,0
238,=014,BARRIKA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,7,1581,"9552,75",0,67210,67210,"80012,5",9617,"370501,52000000002","140600,48000000001",0,0,0,30,211,0,0,89,0,0
239,=015,BASAURI,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,6,40363,"1688516,23","79027,360000000001",0,"105763,67","1286013,45","120661,38","18423,759999999998","138645,64000000001",608,464,176,1116,199,313,138,626,0,0
240,=016,BERANGO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,8,7625,"206467,22","32974,480000000003",84424,"243243,98000000001","866198,93000000005","139936,01999999999",294536,"234762,04000000001",539,377,265,845,341,750,168,774,0,0
241,=017,BERMEO,2024,3,2024-07-20 08:00:03,Gernika-Markina,33,16831,"193375,70999999999",18435,0,0,"540632,71999999997","63925,589999999997","52124,339999999997","52124,339999999997",450,86,62,505,88,252,96,436,0,0
242,=018,BERRIATUA,2024,3,2024-07-20 08:00:03,Gernika-Markina,19,1226,"120893,83",429,53942,"76937,429999999993","49785,389999999999",3810,"46988,279999999999","3791,2800000000002",0,0,0,19,117,0,0,12,0,0
243,=019,BERRIZ,2024,3,2024-07-20 08:00:03,Durango,29,4535,"235080,98999999999",27174,"163431,01000000001","86923,009999999995","185347,82000000001","34174,110000000001","144394,60000000001","23503,599999999999",0,0,0,264,251,0,96,15,0,0
360,=023,ARTEA,2024,6,2024-10-20 08:00:03,Igorre,12,763,0,0,"269196,5","57638,5","132688,95000000001",25390,"50951,730000000003","50452,730000000003",153,60,0,138,102,27,0,128,0,0
244,=020,BILBAO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,40,342484,"430499,82000000001","51096,980000000003",68863,"617873,96999999997","11879234,029999999","840413,00399999996",71611,"488078,21000000002",8318,4787,2003,9677,6987,501,766,3090,0,0
245,=021,BUSTURIA,2024,3,2024-07-20 08:00:03,Gernika-Markina,20,1650,"4582,5100000000002",0,0,0,"438098,52000000002","49332,139999999999","90896,830000000002","86960,830000000002",244,40,30,118,46,90,0,134,0,0
246,=022,KARRANTZA HARANA/VALLE DE CARRANZA,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,137,2734,"15281,879999999999",5898,"44758,529999999999","23340,400000000001","175202,45000000001","28956,009999999998","236869,73000000001","145271,98999999999",164,0,0,92,362,0,0,235,0,0
247,=023,ARTEA,2024,3,2024-07-20 08:00:03,Igorre,12,763,0,0,"269196,5","57638,5","132688,95000000001",25390,"50951,730000000003","50452,730000000003",153,60,0,138,102,27,0,128,0,0
248,=024,ZEANURI,2024,3,2024-07-20 08:00:03,Igorre,67,1241,"23262,450000000001",19231,0,0,"145805,23000000001","41236,519999999997","14649,549999999999","11719,549999999999",116,0,32,74,0,0,0,20,0,0
249,=025,ZEBERIO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,47,1076,0,0,0,0,"115075,92","31675,490000000002",0,1625,76,0,19,95,0,0,0,6,0,0
250,=026,DIMA,2024,3,2024-07-20 08:00:03,Igorre,62,1497,"77727,080000000002",0,"31443,5","31443,5","133609,28","13402,57","116477,61","107749,61",71,0,0,71,160,0,30,163,0,0
251,=027,DURANGO,2024,3,2024-07-20 08:00:03,Durango,10,29787,"348581,95000000001",0,"466515,53999999998","466515,53999999998","1681022,3999999999","261165,67000000001","181902,45000000001","427591,19",2542,799,144,1878,315,307,13,288,0,0
252,=028,EA,2024,3,2024-07-20 08:00:03,Gernika-Markina,14,858,"9422,6900000000005",3077,9317,9317,"82962,5","13115,700000000001",0,0,35,0,64,75,0,0,0,0,0,0
253,=029,ETXEBARRI,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,3,11858,"628584,55000000005",1678,0,43997,"490821,70000000001","18150,84","107651,66",109854,1204,410,34,119,0,0,0,0,0,0
254,=030,ETXEBARRIA,2024,3,2024-07-20 08:00:03,Gernika-Markina,17,695,"233185,64000000001","9940,4899999999998",0,0,"43962,480000000003",0,"14897,370000000001","8544,0900000000001",0,0,0,0,0,0,0,39,0,0
255,=031,ELANTXOBE,2024,3,2024-07-20 08:00:03,Gernika-Markina,1,354,0,0,0,0,"32393,150000000001",4329,0,0,71,0,0,71,0,0,0,0,0,0
256,=032,ELORRIO,2024,3,2024-07-20 08:00:03,Durango,36,7382,"419643,96999999997","48640,550000000003",71145,86300,"555995,03000000003",24025,61830,145105,133,0,37,161,0,0,0,0,0,0
257,=033,EREÃO,2024,3,2024-07-20 08:00:03,Gernika-Markina,10,287,0,0,0,0,"35267,43","14766,200000000001",42900,42900,29,0,24,28,0,0,0,34,0,0
258,=034,ERMUA,2024,3,2024-07-20 08:00:03,Eibar,6,15633,"364040,32000000001","23895,470000000001",148750,148750,"474187,52000000002",7983,30337,"61999,300000000003",174,63,49,167,291,147,30,463,0,0
259,=035,FRUIZ,2024,3,2024-07-20 08:00:03,Mungia,5,552,0,0,0,0,"61286,739999999998","13877,15","38420,589999999997","1178,26",55,0,0,30,0,0,0,0,0,0
260,=036,GALDAKAO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,24,24768,"1530087,0900000001","170036,69","296474,23999999999","311724,71999999997","1369053,96","53678,849999999999","559447,05000000005","568091,93000000005",2173,479,0,298,824,566,0,1214,0,0
261,=037,GALDAMES,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,44,836,"51616,769999999997",0,99900,99900,"150674,14999999999",17031,82868,88758,0,0,0,32,0,0,0,80,0,0
262,=038,GAMIZ-FIKA,2024,3,2024-07-20 08:00:03,Mungia,15,1388,"17330,84",0,0,0,"352915,07000000001","71455,449999999997",75091,75091,210,0,0,191,192,0,0,192,0,0
263,=039,GARAI,2024,3,2024-07-20 08:00:03,Durango,7,322,0,0,0,0,"27272,549999999999",0,99485,34820,12,15,0,0,0,0,0,6,0,0
264,=040,GATIKA,2024,3,2024-07-20 08:00:03,Mungia,17,1621,"9076,8099999999995",0,75082,"21556,830000000002","36075,739999999998",12306,"38032,75",0,0,0,0,30,0,0,0,0,0,0
265,=041,GAUTEGIZ ARTEAGA,2024,3,2024-07-20 08:00:03,Gernika-Markina,13,910,0,0,0,0,"445282,46999999997","93890,970000000001",0,0,124,22,63,124,0,0,0,0,0,0
266,=042,GORDEXOLA,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,41,1673,0,0,"72096,610000000001",0,"143962,41",18673,"116887,89","29684,349999999999",107,15,0,69,230,8,0,57,0,0
267,=043,GORLIZ,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,10,6110,0,0,"33041,629999999997",0,"907493,01000000001","161954,98999999999","463493,65000000002","225526,07000000001",763,0,0,209,811,42,72,520,0,0
268,=044,GETXO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,11,75430,"42942,209999999999","11039,040000000001",0,0,"4701018,25","190013,16",1567471,1567471,1691,775,311,1070,1568,605,0,2173,0,0
269,=045,GUEÃES,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,41,6661,"214561,70999999999",7532,422028,422028,"775258,73999999999","98597,440000000002","166781,34","173708,34",667,45,122,438,369,0,128,480,0,0
270,=046,GERNIKA-LUMO,2024,3,2024-07-20 08:00:03,Gernika-Markina,8,16847,"567116,82999999996","114328,89999999999",0,0,"900432,39000000001","40429,480000000003",63060,"71402,889999999999",203,14,0,189,53,99,0,152,0,0
271,=047,GIZABURUAGA,2024,3,2024-07-20 08:00:03,Gernika-Markina,6,204,"31365,900000000001",0,"28747,040000000001",0,"17678,91","7698,7700000000004",0,0,0,0,0,12,0,0,0,0,0,0
272,=048,IBARRANGELU,2024,3,2024-07-20 08:00:03,Gernika-Markina,14,710,0,0,0,0,"210071,16",35524,0,0,0,0,0,71,0,0,0,0,0,0
273,=049,ISPASTER,2024,3,2024-07-20 08:00:03,Gernika-Markina,22,741,"113767,34","54540,760000000002",0,0,"70277,100000000006",23363,"12923,33",0,58,0,0,52,0,0,0,0,0,0
274,=050,IZURTZA,2024,3,2024-07-20 08:00:03,Durango,4,242,"95455,020000000004",0,90565,"80408,440000000002","43442,540000000001","10954,35",22205,22205,0,15,0,45,0,0,0,14,0,0
275,=051,LANESTOSA,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,1,271,0,0,0,0,"113898,3",30568,39000,39000,69,0,24,64,0,0,0,20,0,0
276,=052,LARRABETZU,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,21,2092,"167337,39999999999",5615,0,0,"159714,29999999999","17266,349999999999",0,0,166,32,0,184,55,0,0,0,0,0
277,=053,LAUKIZ,2024,3,2024-07-20 08:00:03,Mungia,8,1235,0,0,0,0,"495806,46000000002","22391,66","99813,619999999995","92015,679999999993",104,0,0,36,64,0,0,59,0,0
278,=054,LEIOA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,8,32255,"701166,40000000002","31502,709999999999","587974,90000000002","588613,40000000002","1574336,55","148738,60500000001","613831,25","225018,54000000001",2101,749,375,918,1882,1272,0,775,0,0
279,=055,LEMOA,2024,3,2024-07-20 08:00:03,Igorre,15,3585,"440377,41999999998","40888,07","139958,85000000001","139958,85000000001","362021,07000000001","129923,27","112104,72","108262,48",739,0,0,447,414,68,0,462,0,0
280,=056,LEMOIZ,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,18,1340,"404302,90999999997",0,25216,25216,"383806,84999999998","112128,64","157165,28",101766,215,0,54,142,216,0,72,188,0,0
281,=057,LEKEITIO,2024,3,2024-07-20 08:00:03,Gernika-Markina,1,7107,0,0,6826,6826,"484471,69",23568,0,"22231,650000000001",0,0,0,104,60,73,73,206,0,0
282,=058,MALLABIA,2024,3,2024-07-20 08:00:03,Eibar,23,1166,"486180,83000000002","86558,199999999997",132030,"118908,39999999999","63798,199999999997","6703,6899999999996",7900,7900,48,0,68,84,0,28,0,28,0,0
283,=059,MAÃARIA,2024,3,2024-07-20 08:00:03,Durango,17,530,"11319,92",0,"40725,349999999999","40725,349999999999","69043,020000000004",16891,"14448,52","14448,52",71,0,0,38,0,0,0,21,0,0
284,=060,MARKINA-XEMEIN,2024,3,2024-07-20 08:00:03,Gernika-Markina,45,5015,"146711,56","22564,740000000002","65304,110000000001","65304,110000000001","229058,53","24396,560000000001","17467,130000000001","17467,130000000001",208,30,32,269,42,101,37,180,0,0
285,=061,MARURI-JATABE,2024,3,2024-07-20 08:00:03,Mungia,16,1040,0,0,75082,10509,"153877,31","16507,869999999999",163319,"156464,03",0,0,0,23,224,0,0,185,0,0
286,=062,MENDATA,2024,3,2024-07-20 08:00:03,Gernika-Markina,22,405,0,0,0,0,"80581,699999999997",26250,0,0,35,0,22,34,0,0,0,0,0,0
287,=063,MENDEXA,2024,3,2024-07-20 08:00:03,Gernika-Markina,6,449,"771,69000000000005",0,0,0,"89606,979999999996","16289,049999999999","47612,25","47612,25",80,8,0,13,68,0,30,98,0,0
288,=064,MEÃAKA,2024,3,2024-07-20 08:00:03,Mungia,12,745,"3781,6999999999998","1828,47",0,0,"48910,370000000003","5941,6000000000004","20677,75","20677,75",17,0,0,15,54,0,15,69,0,0
289,=065,UGAO-MIRABALLES,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,5,4140,"156876,32999999999","71912,139999999999",0,0,"160294,79000000001","14885,43",0,"10256,040000000001",178,0,25,160,73,34,31,127,0,0
290,=066,MORGA,2024,3,2024-07-20 08:00:03,Gernika-Markina,14,424,5594,310,0,0,"91961,690000000002","27236,599999999999",0,0,50,0,4,47,0,0,0,0,0,0
291,=067,MUXIKA,2024,3,2024-07-20 08:00:03,Gernika-Markina,49,1509,"72648,350000000006",0,798509,"697825,48999999999","52413,309999999998",7700,"93618,479999999996","56992,480000000003",21,0,0,14,136,0,0,69,0,0
292,=068,MUNDAKA,2024,3,2024-07-20 08:00:03,Gernika-Markina,3,1866,"125048,55",739,0,0,"130545,34","17903,200000000001",0,0,164,0,68,149,0,0,0,0,0,0
293,=069,MUNGIA,2024,3,2024-07-20 08:00:03,Mungia,44,17515,"726272,76000000001","85354,669999999998","756516,39000000001","640352,80000000005","3772146,5","62720,209999999999","923148,57999999996","441954,66999999998",1184,142,0,508,913,1674,112,1692,0,0
294,=070,AULESTI,2024,3,2024-07-20 08:00:03,Gernika-Markina,25,651,"10607,700000000001",568,0,0,"59996,129999999997","9686,3400000000001",0,0,91,0,0,90,0,0,0,0,0,0
295,=071,MUSKIZ,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,20,7178,"1668797,7",0,"144252,38","96404,380000000005","566028,55000000005","63453,400000000001","129054,28","20559,779999999999",555,835,0,283,108,0,0,16,0,0
296,=072,OTXANDIO,2024,3,2024-07-20 08:00:03,Ãlava Central,12,1305,"81888,5","39143,93","97453,449999999997","67884,449999999997","210788,29999999999","35323,330000000002","9864,5900000000001","15118,84",93,0,87,171,20,20,20,60,0,0
297,=073,ONDARROA,2024,3,2024-07-20 08:00:03,Gernika-Markina,4,8277,"148747,45000000001",0,0,"76937,429999999993","243859,35000000001","10260,17",0,0,504,96,0,100,0,0,0,0,0,0
298,=074,URDUÃA/ORDUÃA,2024,3,2024-07-20 08:00:03,Llodio,33,4161,"195418,04000000001",55392,287245,"272197,84000000003","785652,18999999994","172166,04000000001","393869,45000000001","571494,44999999995",475,0,0,425,234,0,0,226,0,0
299,=075,OROZKO,2024,3,2024-07-20 08:00:03,Llodio,102,2729,"68626,979999999996",0,"110305,95","38912,330000000002","402651,59000000003","66870,699999999997",196144,169453,229,0,0,95,382,110,0,368,0,0
300,=076,SUKARRIETA,2024,3,2024-07-20 08:00:03,Gernika-Markina,1,365,0,0,0,0,"128897,07000000001","37782,550000000003",36705,"24704,450000000001",158,0,0,110,35,0,0,22,0,0
325,=904,SONDIKA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,6,4492,"441344,88","33726,790000000001",0,0,"531125,06999999995","25973,73",0,32187,271,44,73,253,0,0,0,314,0,0
301,=077,PLENTZIA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,5,4459,"504,80000000000001","912,5",0,0,"295107,66999999998","9773,5499999999993",771300,27504,397,38,98,119,0,0,0,11,0,0
302,=078,PORTUGALETE,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,3,44919,"111543,28999999999",0,147930,117164,"1028653,63","95977,139999999999",108774,58863,609,303,115,852,233,549,99,495,0,0
303,=079,ERRIGOITI,2024,3,2024-07-20 08:00:03,Gernika-Markina,16,508,"1068,6400000000001",0,62336,62336,"108976,84","38043,760000000002","27479,84","27479,84",35,0,6,22,46,0,0,46,0,0
304,=080,VALLE DE TRAPAGA-TRAPAGARAN,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,12,11749,"1311267,6100000001","452977,06","323654,23999999999","589824,06999999995","525480,03000000003","85904,5","110409,3","119543,12",878,268,123,843,0,430,138,568,0,0
305,=081,LEZAMA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,16,2397,0,0,259596,"201722,94","103861,39999999999",15779,"57904,790000000001","13204,790000000001",0,0,0,15,0,100,0,16,0,0
306,=082,SANTURTZI,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,8,45699,"183897,94","6036,4099999999999","68094,720000000001","68094,720000000001","1213069,9299999999","121304,75999999999","294187,96999999997","876414,55000000005",4863,923,402,1411,526,1305,420,1465,0,0
307,=083,ORTUELLA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,7,8464,"147454,60000000001","24053,950000000001","898757,35999999999","542841,57999999996","541780,41000000003","21992,049999999999","124905,96000000001","93943,470000000001",321,50,76,234,0,632,0,98,0,0
308,=084,SESTAO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,3,27364,"1420910,23","648074,70999999996","62795,360000000001","134492,35999999999","790681,33999999997","70213,009999999995",0,"12771,73",686,693,578,1070,0,0,0,0,0,0
309,=085,SOPELA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,8,13850,"113650,28",24500,0,0,"963646,06999999995","39257,660000000003","1023702,9","655136,21999999997",1235,62,0,147,1901,1228,0,2120,0,0
310,=086,SOPUERTA,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,42,2729,"61794,589999999997",39459,0,0,"401017,26000000001","60174,040000000001","297262,19","243828,32000000001",161,0,0,112,510,72,0,442,0,0
311,=087,TRUCIOS-TURTZIOZ,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,26,531,0,0,30079,24066,"155847,62","13259,700000000001",54878,"55628,699999999997",39,0,0,20,20,0,32,20,0,0
312,=088,UBIDE,2024,3,2024-07-20 08:00:03,Ãlava Central,2,182,0,0,0,0,"55524,230000000003",8663,0,0,20,24,0,14,0,0,0,0,0,0
313,=089,URDULIZ,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,7,5385,"225664,19","33873,699999999997",32498,"28370,93","357962,14000000001","29422,209999999999","302005,40000000002","186192,32000000001",1036,0,48,226,1345,438,53,1075,0,0
314,=090,BALMASEDA,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,22,7663,"104147,09",18350,"217755,57999999999","193705,69","445518,13","98375,5","103204,87","124526,64",1315,248,0,978,200,389,40,629,0,0
315,=091,ATXONDO,2024,3,2024-07-20 08:00:03,Durango,23,1371,"217474,67999999999",61395,66706,66005,"119304,06",40322,0,0,209,0,0,132,0,0,0,0,0,0
316,=092,BEDIA,2024,3,2024-07-20 08:00:03,Igorre,16,1112,"194359,95000000001",12250,0,81975,"52919,660000000003",15133,60520,34100,111,16,36,72,0,0,0,27,0,0
317,=093,AREATZA,2024,3,2024-07-20 08:00:03,Igorre,9,1232,0,0,72500,72500,"69557,089999999997","16190,6","57902,629999999997","9884,5400000000009",177,0,0,133,58,45,0,12,0,0
318,=094,IGORRE,2024,3,2024-07-20 08:00:03,Igorre,17,4209,"326716,33000000002","106023,09","101635,42","48576,82","174555,73999999999","16847,189999999999","204812,45000000001","117236,60000000001",271,0,0,106,506,30,35,422,0,0
319,=095,ZALDIBAR,2024,3,2024-07-20 08:00:03,Durango,11,3005,"147154,45000000001","5556356,8099999996",0,"2875,3200000000002","196850,01999999999","37566,050000000003",0,0,106,104,101,198,0,0,0,0,0,0
361,=024,ZEANURI,2024,6,2024-10-20 08:00:03,Igorre,67,1241,"23262,450000000001",19231,0,0,"145805,23000000001","41236,519999999997","14649,549999999999","11719,549999999999",116,0,32,74,0,0,0,20,0,0
320,=096,ZALLA,2024,3,2024-07-20 08:00:03,Balmaseda-Zalla,31,8244,"194124,89000000001","16786,669999999998","187247,70999999999","170990,10000000001","540620,06999999995","38341,559999999998","218805,14999999999","139009,84",564,116,0,163,232,214,0,245,0,0
321,=097,ZARATAMO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,10,1609,"274190,71999999997",57039,14949,"24855,549999999999","185893,85000000001",29215,"68909,399999999994","67582,279999999999",77,0,21,95,77,25,68,167,0,0
322,=901,DERIO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,10,7311,"901150,57999999996",4109,"349474,67999999999","129119,35000000001","310420,09000000003",0,"1903992,95","1698949,8",273,264,0,0,1146,545,503,1497,0,0
323,=902,ERANDIO,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,18,23958,"1090722,21","103026,48","858652,29000000004","766236,27000000002","685725,93999999994","103314,3","319710,92999999999","230762,70000000001",1953,298,410,1075,494,908,0,628,0,0
324,=903,LOIU,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,15,2193,"383230,89000000001",61403,300853,300853,"202148,04000000001",9371,"335825,67999999999","286186,09999999998",77,0,0,77,762,404,0,962,0,0
327,=906,FORUA,2024,3,2024-07-20 08:00:03,Gernika-Markina,7,929,"17965,970000000001",0,0,0,"121043,08","6007,5",0,0,91,8,0,5,0,0,0,0,0,0
329,=908,MURUETA,2024,3,2024-07-20 08:00:03,Gernika-Markina,5,333,"42966,110000000001",0,0,0,"129971,31",9920,"32150,220000000001","32150,220000000001",10,26,4,10,10,90,0,100,0,0
330,=909,NABARNIZ,2024,3,2024-07-20 08:00:03,Gernika-Markina,11,264,"4707,7299999999996","215,56",2398,2398,"27300,889999999999","7303,71",0,0,0,0,0,32,0,0,0,0,0,0
331,=910,IURRETA,2024,3,2024-07-20 08:00:03,Durango,18,3672,"533625,45999999996","68793,889999999999","342242,17999999999","42474,190000000002","103514,55","13235,200000000001","125674,69","123757,37",367,0,0,164,369,61,0,428,0,0
332,=911,AJANGIZ,2024,3,2024-07-20 08:00:03,Gernika-Markina,7,464,"80848,429999999993","19635,360000000001",0,0,"33133,190000000002",9306,0,0,22,0,10,32,0,0,0,0,0,0
333,=912,ALONSOTEGI,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,20,2959,"182392,38",0,35570,83240,"225013,47","56697,339999999997",35806,"2950,3800000000001",531,62,0,285,0,0,0,0,0,0
362,=025,ZEBERIO,2024,6,2024-10-20 08:00:03,Bilbao Metropolitano,47,1076,0,0,0,0,"115075,92","33300,489999999998",0,0,82,0,19,101,0,0,0,0,0,0
334,=913,ZIERBENA,2024,3,2024-07-20 08:00:03,Bilbao Metropolitano,12,1492,"60932,260000000002",0,0,0,"489541,52000000002","151758,85999999999",268198,"288695,41999999998",206,0,8,207,209,70,0,176,0,0
335,=914,ARRATZU,2024,3,2024-07-20 08:00:03,Gernika-Markina,10,412,0,0,0,0,"24481,610000000001","2065,0300000000002","6442,5799999999999","6442,5799999999999",5,0,0,5,10,0,5,15,14,4
336,=915,ZIORTZA-BOLIBAR,2024,3,2024-07-20 08:00:03,Gernika-Markina,18,413,"11875,23",0,0,0,"39046,75","9432,5",32981,32981,33,0,0,33,52,0,0,52,0,0
228,=004,AMOROTO,2024,3,2024-07-20 08:00:03,Gernika-Markina,13,383,"35374,080000000002","7099,7399999999998",0,0,"61916,279999999999","14042,6",0,0,27,0,18,20,0,0,0,0,0,0
